player,season,matches,runs,balls_faced,strike_rate,wickets,overs_bowled,economy,catches,run_outs
Pankaj Singh,2012,6,0,0,,7,21,8.1,0,0
R Shukla,2012,1,0,0,,0,3,10.33,0,0
RE van der Merwe,2012,3,0,0,,2,10,6,1,0
RR Bhatkal,2012,1,0,2,0,0,2,17.5,1,0
RR Powar,2012,1,0,0,,0,3,10.67,0,0
S Nadeem,2012,12,0,2,0,8,45,7.07,3,1
SA Yadav,2012,1,0,4,0,0,0,,0,0
SW Tait,2012,6,0,0,,6,22.5,6.61,0,1
Sunny Gupta,2012,1,0,1,0,0,3,15.67,0,0
T Mishra,2012,0,0,0,,0,0,,1,0
TP Sudhindra,2012,3,0,0,,1,11.4,11.66,0,0
V Pratap Singh,2012,9,0,1,0,10,34,8.71,0,0
VY Mahesh,2012,4,0,0,,3,9.2,8.68,1,0
MEK Hussey,2013,17,733,566,129.51,0,0,,10,1
CH Gayle,2013,16,720,459,156.86,3,4,10,4,0
V Kohli,2013,16,639,459,139.22,0,0,,7,3
SK Raina,2013,17,548,365,150.14,1,2,11.5,10,3
SR Watson,2013,16,543,380,142.89,13,41.4,7.15,6,1
RG Sharma,2013,19,538,409,131.54,0,1.2,4.5,7,1
KD Karthik,2013,19,510,411,124.09,0,0,,12,0
AM Rahane,2013,18,488,458,106.55,0,0,,10,1
R Dravid,2013,17,471,425,110.82,0,0,,3,2
MS Dhoni,2013,16,461,283,162.9,0,0,,15,2
AJ Finch,2013,14,456,336,135.71,1,4,12.25,2,0
RV Uthappa,2013,16,434,371,116.98,0,0,,7,0
KA Pollard,2013,18,420,281,149.47,10,31,9.42,11,0
DA Miller,2013,12,418,254,164.57,0,0,,8,0
DR Smith,2013,13,418,341,122.58,2,5,11.8,8,0
DA Warner,2013,16,410,324,126.54,0,0,,6,1
G Gambhir,2013,15,406,343,118.37,0,0,,2,0
AB de Villiers,2013,14,373,223,167.26,0,0,,8,1
YK Pathan,2013,16,332,240,138.33,1,9,8.11,4,1
DPMD Jayawardene,2013,15,331,313,105.75,0,0,,4,1
M Vijay,2013,15,312,286,109.09,0,0,,8,0
JH Kallis,2013,15,311,322,96.58,16,53,7.43,3,1
S Dhawan,2013,10,311,253,122.92,0,0,,3,0
EJG Morgan,2013,13,307,240,127.92,0,0,,6,2
SE Marsh,2013,8,300,249,120.48,0,0,,3,0
V Sehwag,2013,13,295,233,126.61,0,1,9,5,0
AC Gilchrist,2013,13,294,229,128.38,1,0.1,0,12,1
PA Patel,2013,13,294,255,115.29,0,0,,5,0
BJ Hodge,2013,14,293,218,134.4,0,1,3,6,1
STR Binny,2013,16,293,199,147.24,6,24,6.75,3,1
SR Tendulkar,2013,14,287,231,124.24,0,0,,4,1
AT Rayudu,2013,15,265,231,114.72,0,0,,8,1
Mandeep Singh,2013,14,260,223,116.59,0,0,,6,1
MS Bisla,2013,14,255,236,108.05,0,0,,7,2
GH Vihari,2013,17,241,278,86.69,1,6,6.33,4,1
Yuvraj Singh,2013,13,238,190,125.26,6,22,6.91,1,0
DJ Hussey,2013,11,235,209,112.44,0,11,8.27,4,0
NLTC Perera,2013,16,235,165,142.42,19,59.4,8.01,5,2
CL White,2013,13,226,196,115.31,1,2,8,10,1
SV Samson,2013,10,206,178,115.73,0,0,,13,2
RA Jadeja,2013,15,201,135,148.89,13,43.1,7.48,4,1
Azhar Mahmood,2013,11,196,154,127.27,15,43.5,7.53,1,0
BJ Rohrer,2013,8,193,141,136.88,0,1,12,3,2
DJG Sammy,2013,9,174,132,131.82,8,22.2,7.52,3,0
AD Mathews,2013,10,172,139,123.74,5,31,7.74,5,0
MC Henriques,2013,9,165,125,132,7,21.1,8.74,5,0
M Vohra,2013,10,161,117,137.61,0,0,,3,0
SPD Smith,2013,7,159,132,120.45,0,0,,4,0
UBT Chand,2013,9,158,158,100,0,0,,4,0
IK Pathan,2013,15,153,156,98.08,10,51.2,7.44,3,2
KM Jadhav,2013,10,152,124,122.58,0,0,,4,0
MK Tiwary,2013,9,146,140,104.29,0,0,,10,0
MR Marsh,2013,8,140,106,132.08,7,19.2,9.41,7,0
MK Pandey,2013,7,136,137,99.27,0,0,,6,0
A Ashish Reddy,2013,10,125,89,140.45,3,6.4,10.5,6,0
DH Yagnik,2013,9,125,96,130.21,0,0,,6,1
MC Juneja,2013,7,125,128,97.66,0,0,,0,0
S Badrinath,2013,7,124,121,102.48,0,0,,1,1
AP Tare,2013,5,123,84,146.43,0,0,,0,0
BB Samantray,2013,7,123,111,110.81,0,0,,3,1
DJ Bravo,2013,18,121,106,114.15,32,62.3,7.95,12,1
KC Sangakkara,2013,9,120,136,88.24,0,0,,3,0
Harbhajan Singh,2013,19,116,79,146.84,24,70,6.51,7,0
R Sathish,2013,8,109,77,141.56,0,4,12.75,0,2
SS Tiwary,2013,6,109,106,102.83,0,0,,2,0
Gurkeerat Singh,2013,9,108,95,113.68,0,0,,4,0
LJ Wright,2013,5,106,60,176.67,2,9.5,10.17,2,1
R Bhatia,2013,15,99,80,123.75,11,43.5,7.57,0,0
CA Pujara,2013,4,92,99,92.93,0,0,,1,0
PA Reddy,2013,7,91,101,90.1,0,0,,2,1
A Mishra,2013,17,89,96,92.71,21,62,6.35,1,1
KV Sharma,2013,13,85,86,98.84,12,34.5,6.6,3,0
RN ten Doeschate,2013,4,85,63,134.92,0,3,8,1,0
TM Dilshan,2013,5,76,93,81.72,0,1,10,2,0
DB Das,2013,6,75,74,101.35,0,0,,2,1
R Vinay Kumar,2013,16,70,44,159.09,23,61.1,8.39,6,2
WP Saha,2013,3,70,56,125,0,0,,0,0
MA Agarwal,2013,5,67,62,108.06,0,0,,3,0
AM Nayar,2013,9,66,73,90.41,2,8,7.38,1,1
PP Chawla,2013,16,64,57,112.28,11,58.2,7.17,0,1
LRPL Taylor,2013,5,63,76,82.89,0,0,,2,0
LA Pomersbach,2013,3,58,59,98.31,0,0,,0,0
JP Faulkner,2013,16,57,57,100,28,63.1,6.76,3,2
M Morkel,2013,10,57,29,196.55,7,40,8.38,0,1
DW Steyn,2013,17,53,36,147.22,19,68.5,5.8,3,1
B Kumar,2013,16,52,71,73.24,13,57,6.51,2,0
RT Ponting,2013,5,52,75,69.33,0,0,,2,0
TL Suman,2013,5,52,58,89.66,1,2,7.5,2,0
P Kumar,2013,15,47,39,120.51,12,56.2,6.62,1,0
JA Morkel,2013,7,46,37,124.32,7,24,6.62,1,2
MS Gony,2013,8,45,25,180,7,28,9.14,0,0
CM Gautam,2013,3,44,34,129.41,0,0,,0,0
J Botha,2013,6,43,52,82.69,5,16.4,6.54,4,0
KB Arun Karthik,2013,5,41,38,107.89,0,0,,9,0
KK Cooper,2013,14,39,22,177.27,19,54,8.31,7,2
MG Johnson,2013,17,39,36,108.33,24,64,7.17,7,1
R Rampaul,2013,10,38,37,102.7,15,38.4,7.03,4,0
UT Yadav,2013,16,38,38,100,16,58.5,8.89,5,1
GJ Maxwell,2013,3,36,27,133.33,0,2,11.5,1,1
R Ashwin,2013,18,35,49,71.43,15,58,6.72,3,0
KW Richardson,2013,3,34,36,94.44,2,11.5,8.54,0,0
OA Shah,2013,2,25,23,108.7,0,0,,0,0
BMAJ Mendis,2013,3,23,27,85.19,1,5,7.2,2,1
S Narwal,2013,1,23,15,153.33,0,2,8.5,0,0
RE van der Merwe,2013,3,22,25,88,3,11,6.45,0,0
B Lee,2013,3,21,12,175,4,12,7.17,1,0
R Dhawan,2013,5,21,21,100,2,15,7.27,3,1
SP Narine,2013,16,21,19,110.53,22,64,5.47,3,0
KL Rahul,2013,2,20,16,125,0,0,,2,0
A Mukund,2013,1,19,21,90.48,0,0,,0,0
B Chipli,2013,1,16,18,88.89,0,0,,0,0
CH Morris,2013,16,14,16,87.5,15,50,8.02,5,0
DB Ravi Teja,2013,2,14,17,82.35,0,0,,0,0
MDKJ Perera,2013,2,14,13,107.69,0,0,,0,0
S Nadeem,2013,12,14,27,51.85,9,44,5.89,1,1
M Manhas,2013,2,13,17,76.47,0,0,,2,0
AB Agarkar,2013,4,12,16,75,0,10,9.2,1,0
AD Russell,2013,3,11,14,78.57,0,7,9.71,1,0
R Sharma,2013,11,11,17,64.71,9,41,6.85,2,0
J Syed Mohammad,2013,4,10,13,76.92,3,10,9.1,0,0
SMSM Senanayake,2013,8,10,17,58.82,9,32,6.53,2,0
X Thalaivan Sargunam,2013,1,10,17,58.82,0,0,,0,0
AB Dinda,2013,13,9,11,81.82,16,49,9.49,3,1
KK Nair,2013,2,9,12,75,0,0,,0,0
L Balaji,2013,13,9,10,90,12,50,7.74,2,1
NM Coulter-Nile,2013,1,9,6,150,1,4,7.25,1,0
NV Ojha,2013,2,9,10,90,0,0,,1,0
SL Malinga,2013,17,9,18,50,20,65.2,7.16,2,0
Iqbal Abdulla,2013,5,8,14,57.14,7,18.5,7.54,0,0
MN Samuels,2013,2,8,18,44.44,1,4,8.5,1,0
S Kaul,2013,6,7,9,77.78,4,21.5,7.79,1,0
UA Birla,2013,1,7,14,50,0,0,,1,0
BB McCullum,2013,1,6,7,85.71,0,0,,1,0
DT Christian,2013,2,6,15,40,0,6,9.17,1,0
PC Valthaty,2013,1,6,17,35.29,0,0,,0,0
Q de Kock,2013,3,6,15,40,0,0,,3,0
AD Mascarenhas,2013,1,5,5,100,0,4,6.25,0,0
AG Murtaza,2013,3,5,4,125,3,10,9.4,1,1
M Rawat,2013,1,5,11,45.45,0,0,,1,0
Mohammed Shami,2013,3,5,10,50,1,9,8.67,0,1
P Dogra,2013,1,5,8,62.5,0,0,,1,0
Parvez Rasool,2013,2,5,9,55.56,1,5,5.6,0,0
WD Parnell,2013,4,5,7,71.43,7,14.5,9.24,1,0
A Chandila,2013,8,4,6,66.67,6,25,6.24,1,0
B Laughlin,2013,2,4,9,44.44,1,7,10.14,0,0
PJ Sangwan,2013,2,4,2,200,0,4,12.75,0,0
RV Gomez,2013,1,4,1,400,0,1,5,2,0
Harmeet Singh,2013,4,3,4,75,6,15.2,7.89,0,0
LR Shukla,2013,2,3,12,25,1,3,7.33,2,0
PV Tambe,2013,3,3,6,50,1,11,8,0,0
R McLaren,2013,2,3,6,50,3,7,13.43,1,0
SK Trivedi,2013,17,3,7,42.86,12,59.5,6.85,4,0
Sachin Baby,2013,1,3,7,42.86,0,0,,2,0
A Mithun,2013,1,2,2,100,1,4,9.25,0,0
AS Rajpoot,2013,2,2,6,33.33,1,4,8.75,0,0
BAW Mendis,2013,3,2,4,50,2,12,6.5,0,0
JD Unadkat,2013,13,2,2,100,13,49,7.55,1,1
M Kartik,2013,11,2,3,66.67,9,39,7.28,4,0
PP Ojha,2013,15,2,4,50,16,52.2,7.28,2,0
RJ Harris,2013,3,2,5,40,1,12,6,0,0
A Nehra,2013,10,1,8,12.5,11,36,8.78,0,0
AL Menaria,2013,1,1,2,50,0,0,,0,0
K Upadhyay,2013,2,1,1,100,0,5,9.6,1,0
P Awana,2013,14,1,9,11.11,15,54,7.63,1,0
R Shukla,2013,3,1,2,50,3,8,9.88,2,1
S Sreesanth,2013,7,1,4,25,5,21.4,7.52,0,0
SW Tait,2013,3,1,3,33.33,1,10,9.8,0,0
AA Chavan,2013,3,0,0,,1,9,7,0,0
AB McDonald,2013,1,0,2,0,1,2,8.5,0,0
AN Ahmed,2013,2,0,0,,3,7,6.43,1,0
AR Patel,2013,0,0,0,,0,0,,1,0
Anand Rajan,2013,2,0,0,,2,8,5.25,1,0
Ankit Sharma,2013,1,0,0,,0,2,8.5,1,0
BA Bhatt,2013,2,0,0,,1,5,6.4,0,0
Bipul Sharma,2013,1,0,0,,1,4,5.25,0,0
DP Nannes,2013,5,0,0,,4,19.5,7.97,3,0
DS Kulkarni,2013,6,0,0,,8,18.4,8.09,0,0
GB Hogg,2013,1,0,0,,0,3.2,9.3,0,0
I Sharma,2013,16,0,0,,15,59.4,7.81,6,2
IC Pandey,2013,2,0,2,0,1,4,12.5,0,0
JDP Oram,2013,1,0,0,,0,4,5.5,0,0
JJ Bumrah,2013,2,0,0,,3,7,10,0,0
JO Holder,2013,6,0,0,,2,20,8.4,3,0
M Muralitharan,2013,6,0,0,,3,23,7.7,1,1
MG Neser,2013,1,0,0,,0,4,15.5,0,0
MM Patel,2013,4,0,0,,3,15,9.13,0,0
MM Sharma,2013,15,0,5,0,20,50.4,6.43,2,1
P Negi,2013,1,0,0,,0,4,7,0,0
P Suyal,2013,1,0,0,,1,3,7,1,0
RP Singh,2013,11,0,0,,13,39.5,8.41,4,1
S Anirudha,2013,1,0,2,0,0,0,,0,0
S Badree,2013,1,0,0,,0,4,8.5,0,0
S Ladda,2013,1,0,0,,1,2,9,0,0
Sandeep Sharma,2013,4,0,1,0,8,16,7.44,0,0
VS Malik,2013,3,0,0,,2,10,5.9,0,0
YS Chahal,2013,1,0,0,,0,4,8.5,0,0
Z Khan,2013,2,0,0,,5,6,7.83,0,0
RV Uthappa,2014,16,660,479,137.79,0,0,,1,2
DR Smith,2014,16,566,416,136.06,4,10,9.5,5,0
GJ Maxwell,2014,16,552,294,187.76,1,11,12,9,1
DA Warner,2014,14,528,375,140.8,0,0,,8,1
SK Raina,2014,16,523,359,145.68,1,18,7.44,12,2
V Sehwag,2014,17,455,315,144.44,0,0,,5,0
DA Miller,2014,16,446,299,149.16,0,0,,14,0
JP Duminy,2014,14,410,305,134.43,3,33,7.27,2,0
MK Pandey,2014,15,409,343,119.24,0,0,,3,5
BB McCullum,2014,14,405,333,121.62,0,0,,6,1
AB de Villiers,2014,13,395,249,158.63,0,0,,7,0
LMP Simmons,2014,8,394,291,135.4,1,3,11.33,2,0
RG Sharma,2014,15,390,302,129.14,1,3,8.67,5,2
S Dhawan,2014,14,377,319,118.18,0,0,,5,0
Yuvraj Singh,2014,14,376,278,135.25,5,22.4,8.25,3,2
MS Dhoni,2014,15,371,250,148.4,0,0,,3,3
WP Saha,2014,13,362,249,145.38,0,0,,8,0
AT Rayudu,2014,14,361,287,125.78,0,0,,6,1
V Kohli,2014,14,359,294,122.11,0,0,,7,1
AM Rahane,2014,12,339,291,116.49,0,0,,6,1
SV Samson,2014,13,339,273,124.18,0,0,,5,4
G Gambhir,2014,16,335,293,114.33,0,0,,3,0
KK Nair,2014,11,330,232,142.24,0,0,,4,1
KD Karthik,2014,14,325,258,125.97,0,0,,7,2
M Vohra,2014,8,324,233,139.06,0,0,,3,1
AJ Finch,2014,13,309,263,117.49,0,0,,6,1
F du Plessis,2014,12,303,235,128.94,0,0,,13,1
KP Pietersen,2014,11,294,233,126.18,0,0,,2,0
KA Pollard,2014,15,273,203,134.48,2,25,10.48,7,1
YK Pathan,2014,12,268,165,162.42,0,1,10,5,1
CJ Anderson,2014,11,265,181,146.41,4,18,10.22,5,0
GJ Bailey,2014,16,257,190,135.26,0,0,,8,4
SR Watson,2014,13,246,199,123.62,7,21,7.86,3,0
NV Ojha,2014,10,232,161,144.1,0,0,,6,3
Shakib Al Hasan,2014,13,229,154,148.7,11,50,6.68,2,0
MEK Hussey,2014,9,209,182,114.84,0,0,,3,0
M Vijay,2014,11,207,193,107.25,0,1,13,8,0
PA Patel,2014,12,205,185,110.81,0,0,,11,2
CH Gayle,2014,9,196,184,106.52,0,0,,2,0
JP Faulkner,2014,13,181,94,192.55,11,44,9.75,2,1
KL Rahul,2014,8,166,164,101.22,0,0,,4,0
SA Yadav,2014,10,164,118,138.98,0,1,8,7,1
Q de Kock,2014,7,153,130,117.69,0,0,,2,0
MK Tiwary,2014,8,152,118,128.81,0,2,14,1,1
SPD Smith,2014,7,152,113,134.51,0,0,,9,1
JH Kallis,2014,8,151,129,117.05,4,22,8.45,2,0
KM Jadhav,2014,10,149,101,147.52,0,0,,3,0
RA Jadeja,2014,16,146,110,132.73,19,54.2,8.15,3,0
AP Tare,2014,11,126,98,128.57,0,0,,0,0
CA Pujara,2014,6,125,124,100.81,0,0,,0,0
STR Binny,2014,11,123,121,101.65,3,9,7.11,3,1
CM Gautam,2014,9,121,111,109.01,0,0,,3,0
DJ Hussey,2014,4,116,94,123.4,2,2.5,13.41,1,0
MA Agarwal,2014,8,115,91,126.37,0,0,,1,0
DJG Sammy,2014,9,108,91,118.68,3,14,11.21,5,0
YV Takawale,2014,5,104,91,114.29,0,0,,2,1
BJ Hodge,2014,4,101,72,140.28,0,0,,2,0
MA Starc,2014,14,85,84,101.19,14,53.4,7.49,9,0
R Dhawan,2014,13,82,75,109.33,13,47.2,7.71,3,1
S Rana,2014,7,73,65,112.31,0,2,8,3,0
Y Venugopal Rao,2014,5,71,63,112.7,0,2,8,2,0
SE Marsh,2014,2,70,52,134.62,0,0,,2,0
R Bhatia,2014,12,67,53,126.42,12,38,7.45,4,1
AR Patel,2014,17,62,60,103.33,17,66,6.14,7,0
LRPL Taylor,2014,4,59,59,100,0,0,,2,0
CA Lynn,2014,2,58,49,118.37,0,0,,2,0
MG Johnson,2014,14,56,50,112,17,53.3,8.3,4,2
IK Pathan,2014,10,55,54,101.85,4,23.4,8.66,2,0
RN ten Doeschate,2014,6,52,33,157.58,1,5,7,2,0
JA Morkel,2014,6,45,41,109.76,4,16,7.88,2,0
R Ashwin,2014,16,45,45,100,16,59.5,7.3,1,1
AM Nayar,2014,4,43,47,91.49,0,0,,1,0
JDS Neesham,2014,4,42,46,91.3,1,9,10.11,0,0
KV Sharma,2014,14,42,29,144.83,15,50.4,7.42,0,1
BR Dunk,2014,3,40,35,114.29,0,0,,4,0
KK Cooper,2014,5,39,26,150,4,18,7.44,2,0
RR Rossouw,2014,3,39,41,95.12,0,0,,1,0
DS Kulkarni,2014,8,35,25,140,6,27,8.19,2,0
M Manhas,2014,5,35,23,152.17,0,0,,3,0
VR Aaron,2014,10,35,34,102.94,16,36.4,8.15,0,0
Ankit Sharma,2014,2,34,30,113.33,4,8,5.38,0,0
LR Shukla,2014,5,31,38,81.58,1,9.2,8.89,1,0
PP Chawla,2014,11,31,19,163.16,14,39.3,7.67,2,2
VH Zol,2014,2,29,26,111.54,0,0,,0,0
Harbhajan Singh,2014,14,28,25,112,14,55,6.47,3,0
Mandeep Singh,2014,3,24,26,92.31,0,0,,1,0
DW Steyn,2014,14,22,26,84.62,11,56,7.7,7,0
R Shukla,2014,3,18,21,85.71,2,9,10.89,1,2
JO Holder,2014,1,16,12,133.33,1,3,11.67,2,0
NJ Maddinson,2014,2,16,14,114.29,0,0,,1,0
R Tewatia,2014,3,16,13,123.08,2,9,6.56,0,0
HV Patel,2014,3,13,7,185.71,4,11,10.27,0,0
R Rampaul,2014,2,13,13,100,1,6,6.17,0,0
S Gopal,2014,4,11,10,110,6,14,8.07,0,0
SP Narine,2014,16,10,14,71.43,21,65,6.43,2,1
MC Henriques,2014,4,9,14,64.29,4,10,9.6,1,0
BCJ Cutting,2014,1,8,6,133.33,1,4,7.75,1,1
DJ Bravo,2014,1,8,3,266.67,0,0,,0,0
Imran Tahir,2014,6,8,10,80,9,20.5,8.21,0,0
Z Khan,2014,6,8,7,114.29,5,22.2,6.54,0,0
S Nadeem,2014,11,7,19,36.84,8,38,8.18,0,1
PV Tambe,2014,13,5,9,55.56,15,49,7.27,0,0
Shivam Sharma,2014,4,5,3,166.67,3,16,7.56,1,0
A Mishra,2014,10,4,7,57.14,7,37.3,9.07,0,0
AB Dinda,2014,9,4,12,33.33,5,31,8.71,0,0
AN Ahmed,2014,4,4,1,400,3,14.2,7.88,0,0
DH Yagnik,2014,1,4,6,66.67,0,0,,1,0
M Morkel,2014,12,4,3,133.33,12,48,7.65,6,0
PP Ojha,2014,12,4,8,50,4,46,8.26,0,0
R Vinay Kumar,2014,9,4,6,66.67,7,32,8.78,1,0
TG Southee,2014,3,4,4,100,0,10,7.6,2,0
MS Bisla,2014,1,3,9,33.33,0,0,,1,0
Mohammed Shami,2014,12,3,7,42.86,7,44,8.39,0,2
S Anirudha,2014,1,3,5,60,0,0,,0,0
AD Russell,2014,2,2,8,25,1,5,10.4,0,0
S Kaul,2014,5,2,2,100,2,13,9.69,0,0
SL Malinga,2014,10,2,4,50,16,39.2,6.56,0,0
Sandeep Sharma,2014,11,2,5,40,18,40.1,8.81,1,0
UBT Chand,2014,1,2,9,22.22,0,0,,0,0
UT Yadav,2014,12,2,4,50,11,45,8.16,2,0
WD Parnell,2014,8,2,2,100,6,30.1,7.39,3,0
B Kumar,2014,14,1,4,25,20,53.1,6.66,0,1
JD Unadkat,2014,9,1,6,16.67,10,31.1,8.66,0,0
JJ Bumrah,2014,11,1,3,33.33,5,39.4,7.59,0,0
KW Richardson,2014,7,1,2,50,9,27,7.63,3,0
Karanveer Singh,2014,5,1,1,100,11,20,8.2,1,0
L Balaji,2014,9,1,3,33.33,12,34,8.79,0,0
M de Lange,2014,1,1,2,50,2,4,8,0,0
MM Sharma,2014,16,1,3,33.33,23,53.5,8.4,3,0
P Kumar,2014,3,1,2,50,3,12,6.5,0,2
VS Malik,2014,1,1,2,50,1,3,9.67,1,0
YS Chahal,2014,14,1,1,100,12,55,7.02,3,0
A Nehra,2014,4,0,0,,8,15,9.47,0,0
AV Wankhade,2014,0,0,0,,0,0,,1,0
BE Hendricks,2014,3,0,1,0,4,12,10.5,1,0
BW Hilfenhaus,2014,8,0,0,,8,28,8.79,1,0
I Sharma,2014,3,0,0,,3,11,9.18,0,0
IC Pandey,2014,12,0,0,,6,42,7.57,4,0
Iqbal Abdulla,2014,1,0,0,,0,2,8.5,1,0
JW Hastings,2014,1,0,0,,1,3,9.67,0,0
K Santokie,2014,2,0,0,,3,8,11.25,1,0
M Kartik,2014,2,0,0,,1,8,11.38,1,0
M Muralitharan,2014,5,0,0,,3,16,7.75,0,0
NM Coulter-Nile,2014,1,0,0,,2,4,6.75,0,0
P Awana,2014,7,0,0,,7,23.3,10.43,0,0
P Negi,2014,2,0,0,,0,7,10.71,1,0
P Suyal,2014,1,0,0,,1,3,11.67,0,0
PJ Cummins,2014,1,0,0,,1,4,7.25,0,0
Parvez Rasool,2014,3,0,0,,1,9,9.22,1,0
R Sharma,2014,2,0,0,,1,6,10.83,0,0
S Badree,2014,4,0,0,,2,14,6.93,0,0
SB Jakati,2014,1,0,0,,0,3.4,11.18,0,0
V Shankar,2014,1,0,0,,0,1,19,0,0
DA Warner,2015,14,562,359,156.55,0,0,,8,0
AM Rahane,2015,13,540,413,130.75,0,0,,3,2
LMP Simmons,2015,13,540,441,122.45,0,0,,6,1
AB de Villiers,2015,14,513,293,175.09,0,0,,8,1
V Kohli,2015,16,505,386,130.83,0,1.5,5.45,7,2
CH Gayle,2015,14,491,333,147.45,0,2,7.5,1,0
RG Sharma,2015,16,482,333,144.74,0,0,,5,1
SS Iyer,2015,14,439,342,128.36,0,0,,2,0
BB McCullum,2015,14,436,280,155.71,0,0,,2,0
KA Pollard,2015,14,419,256,163.67,3,12.4,9.47,8,1
JP Duminy,2015,13,414,315,131.43,8,17,7.41,7,1
DR Smith,2015,16,399,335,119.1,1,2,8.5,9,1
F du Plessis,2015,15,380,304,125,0,0,,8,1
SK Raina,2015,17,374,305,122.62,2,12,7.75,10,0
MS Dhoni,2015,17,372,305,121.97,0,0,,8,2
RV Uthappa,2015,13,364,277,131.41,0,0,,7,0
DA Miller,2015,13,357,267,133.71,0,0,,7,0
S Dhawan,2015,14,353,286,123.43,0,0,,6,0
SR Watson,2015,10,347,258,134.5,6,29,9.28,1,1
PA Patel,2015,14,339,246,137.8,0,0,,7,2
G Gambhir,2015,13,327,278,117.63,0,0,,3,1
AD Russell,2015,13,326,169,192.9,14,40.4,7.97,5,0
YK Pathan,2015,12,312,231,135.06,2,10,9.7,3,1
SPD Smith,2015,12,298,223,133.63,0,0,,7,1
MC Henriques,2015,9,287,211,136.02,11,25,6.32,1,0
AT Rayudu,2015,14,281,193,145.6,0,0,,9,0
GJ Bailey,2015,12,259,190,136.32,0,0,,1,1
M Vijay,2015,11,251,228,110.09,0,4,7,4,0
WP Saha,2015,13,249,197,126.4,0,0,,11,0
Yuvraj Singh,2015,13,248,210,118.1,1,9,8,2,0
MK Pandey,2015,12,225,184,122.28,0,0,,5,3
MA Agarwal,2015,10,213,177,120.34,0,0,,3,0
AR Patel,2015,14,206,174,118.39,13,46.4,8.4,6,2
SV Samson,2015,11,204,163,125.15,0,0,,9,2
DJ Bravo,2015,16,195,148,131.76,26,52.2,8.14,12,2
KM Jadhav,2015,12,189,140,135,0,0,,6,0
EJG Morgan,2015,9,187,151,123.84,0,0,,5,0
KK Nair,2015,12,181,145,124.83,0,0,,3,0
Mandeep Singh,2015,8,157,100,157,0,0,,7,0
SA Yadav,2015,13,157,113,138.94,0,0,,7,0
DJ Hooda,2015,9,151,95,158.95,1,15.1,8.51,1,1
GJ Maxwell,2015,11,146,113,129.2,2,10,9.7,2,0
RS Bopara,2015,8,145,120,120.83,6,20,8,1,0
AD Mathews,2015,10,144,104,138.46,7,30,8.2,5,0
JP Faulkner,2015,13,144,110,130.91,8,45,9.47,4,0
KL Rahul,2015,8,142,126,112.7,0,0,,1,1
KD Karthik,2015,11,141,117,120.51,0,0,,14,3
NV Ojha,2015,11,137,121,113.22,0,0,,6,0
RA Jadeja,2015,15,132,126,104.76,11,42.4,7.73,13,2
D Wiese,2015,13,122,86,141.86,16,42.2,8.34,4,0
Q de Kock,2015,3,122,77,158.44,0,0,,0,0
Harbhajan Singh,2015,15,117,73,160.27,18,57,7.82,2,0
P Negi,2015,10,116,73,158.9,6,30,8.4,4,1
CJ Anderson,2015,4,114,97,117.53,1,4,8.25,1,0
HH Pandya,2015,8,112,62,180.65,1,17,10.35,7,1
SN Khan,2015,7,111,71,156.34,0,0,,0,1
SS Tiwary,2015,6,109,78,139.74,0,0,,5,0
KV Sharma,2015,14,104,85,122.35,10,39.5,8.33,4,0
UBT Chand,2015,5,102,83,122.89,0,0,,4,0
V Sehwag,2015,8,99,84,117.86,0,0,,0,0
SE Marsh,2015,4,93,63,147.62,0,0,,0,0
JA Morkel,2015,4,86,65,132.31,3,12,9.08,1,0
M Vohra,2015,7,82,81,101.23,0,0,,2,0
MEK Hussey,2015,4,77,70,110,0,0,,1,0
CH Morris,2015,11,76,46,165.22,14,43,7.56,3,0
STR Binny,2015,10,74,66,112.12,5,19,7.37,5,1
A Ashish Reddy,2015,5,73,46,158.7,3,6,8.33,1,1
RN ten Doeschate,2015,5,61,45,135.56,0,1,4,1,2
MK Tiwary,2015,2,57,56,101.79,0,0,,2,0
PP Chawla,2015,13,54,47,114.89,11,35,7.69,2,0
R Ashwin,2015,13,52,32,162.5,10,39,5.85,3,0
J Suchith,2015,12,48,32,150,10,39,8.64,7,1
GH Vihari,2015,4,39,35,111.43,0,0,,2,1
MS Bisla,2015,2,37,30,123.33,0,0,,1,1
R Dhawan,2015,5,36,33,109.09,1,12,9.17,0,0
Shakib Al Hasan,2015,4,36,27,133.33,4,14,8.79,0,1
Gurkeerat Singh,2015,5,35,39,89.74,3,9,7.33,1,0
J Botha,2015,4,31,15,206.67,1,10,8.1,4,0
KS Williamson,2015,2,31,27,114.81,0,0,,2,0
MG Johnson,2015,9,31,36,86.11,10,36.2,9.41,0,0
UT Yadav,2015,12,29,14,207.14,10,42,9.1,5,0
MM Sharma,2015,16,28,18,155.56,14,57,8.44,5,0
AJ Finch,2015,3,23,33,69.7,0,0,,0,0
DW Steyn,2015,6,20,13,153.85,3,19,8.95,2,0
Iqbal Abdulla,2015,5,20,18,111.11,4,19,7.89,1,0
NM Coulter-Nile,2015,11,20,18,111.11,15,42.3,7.55,5,1
HV Patel,2015,14,19,12,158.33,17,43.5,7.48,1,1
Anureet Singh,2015,14,18,31,58.06,15,51.4,9,4,1
B Kumar,2015,14,17,10,170,18,51.4,7.88,4,1
P Kumar,2015,12,17,25,68,7,36,9.14,3,0
SA Abbott,2015,2,15,13,115.38,0,5,11.4,0,0
